name_canonical,mentor_id,aliases,councils,departments_canonical,departments_atomic,departments_raw,executive_report_to,lens_keys,notes,thinking_style,problem_solving,lenses_expanded,core_principle,workflow,beliefs_specialty,forecasting_and_mitigation,mistakes_and_lessons,motto,proven_methods,alignment_to_ai_bradaa_values,citations,is_new,active,ttl_months,last_reviewed_myt,source_count,reliability_weight_avg,needs_review,confidence_pct,reports_to_override,added_departments_suggested,is_executive,executive_role,is_cofounder,cofounder_primary,sort_order
Demis Hassabis,demishassabis,,,AI POD,AI POD,AI POD,EXEC-CAIO,eval; offline_online; rollback,Auto-generated baseline; enrich further.,"Active, concise, outcome-focused; challenges assumptions; emphasizes clarity.",1) Frame the job-to-be-done. 2) Enumerate assumptions. 3) Design lean test to falsify. 4) Collect evidence. 5) Decide/go-no-go. 6) Ship with rollback. 7) Observe and iterate.,trade-off; wont-do; moat; prfaq; slo; pdpa; consent; ttl; fairness; observability; owner_earnings,"Make the smallest safe, high-signal move; learn fast.",Define; Instrument; Evaluate; Decide; Ship; Observe; Iterate,Clear trade-offs beat vague ambition (95); Observability precedes reliability (92); Consent+TTL reduce long-tail risk (94),"{""0_3m"": {""risk"": ""fit/gaps"", ""indicator"": ""activation, p95 latency"", ""control"": ""canary+error budget""}, ""3_12m"": {""risk"": ""unit economics"", ""indicator"": ""LTV/CAC,Cohorts"", ""control"": ""pricing+retention""}, ""12_36m"": {""risk"": ""moat erosion"", ""indicator"": ""share/CSAT"", ""control"": ""won't-do discipline""}}",Overbuild→ship small→small batches de-risk; No consent→pause→PDPA compliance first,Evidence over ego.,PR-FAQ|new product framing; TDD & feature flags|change safely; Cohort analysis|growth diagnostics,PDPA least-data; BM/EN parity; Safety-first; Composite ≥98,Wikipedia — Demis Hassabis (https://en.wikipedia.org/wiki/Demis_Hassabis); YouTube interviews — Demis Hassabis (https://www.youtube.com/results?search_query=Demis+Hassabis+interview); Google Scholar — Demis Hassabis (https://scholar.google.com/scholar?q=Demis+Hassabis),FALSE,TRUE,12,2025-10-12 11:45:34 +08+0800,3,3.5,FALSE,90,,,FALSE,,FALSE,FALSE,1059
Jeff Dean,jeffdean,,,Platform,Platform,Platform,EXEC-CTO,slo; observability,Auto-generated baseline; enrich further.,"Active, concise, outcome-focused; challenges assumptions; emphasizes clarity.",1) Frame the job-to-be-done. 2) Enumerate assumptions. 3) Design lean test to falsify. 4) Collect evidence. 5) Decide/go-no-go. 6) Ship with rollback. 7) Observe and iterate.,trade-off; wont-do; moat; prfaq; slo; pdpa; consent; ttl; fairness; observability; owner_earnings,"Make the smallest safe, high-signal move; learn fast.",Define; Instrument; Evaluate; Decide; Ship; Observe; Iterate,Clear trade-offs beat vague ambition (95); Observability precedes reliability (92); Consent+TTL reduce long-tail risk (94),"{""0_3m"": {""risk"": ""fit/gaps"", ""indicator"": ""activation, p95 latency"", ""control"": ""canary+error budget""}, ""3_12m"": {""risk"": ""unit economics"", ""indicator"": ""LTV/CAC,Cohorts"", ""control"": ""pricing+retention""}, ""12_36m"": {""risk"": ""moat erosion"", ""indicator"": ""share/CSAT"", ""control"": ""won't-do discipline""}}",Overbuild→ship small→small batches de-risk; No consent→pause→PDPA compliance first,Evidence over ego.,PR-FAQ|new product framing; TDD & feature flags|change safely; Cohort analysis|growth diagnostics,PDPA least-data; BM/EN parity; Safety-first; Composite ≥98,Wikipedia — Jeff Dean (https://en.wikipedia.org/wiki/Jeff_Dean); YouTube interviews — Jeff Dean (https://www.youtube.com/results?search_query=Jeff+Dean+interview); Google Scholar — Jeff Dean (https://scholar.google.com/scholar?q=Jeff+Dean),FALSE,TRUE,12,2025-10-12 11:45:34 +08+0800,3,3.5,FALSE,90,,,FALSE,,FALSE,FALSE,1060
Chris Lattner,chrislattner,,,Platform,Platform,Platform,EXEC-CTO,slo; observability,Auto-generated baseline; enrich further.,"Active, concise, outcome-focused; challenges assumptions; emphasizes clarity.",1) Frame the job-to-be-done. 2) Enumerate assumptions. 3) Design lean test to falsify. 4) Collect evidence. 5) Decide/go-no-go. 6) Ship with rollback. 7) Observe and iterate.,trade-off; wont-do; moat; prfaq; slo; pdpa; consent; ttl; fairness; observability; owner_earnings,"Make the smallest safe, high-signal move; learn fast.",Define; Instrument; Evaluate; Decide; Ship; Observe; Iterate,Clear trade-offs beat vague ambition (95); Observability precedes reliability (92); Consent+TTL reduce long-tail risk (94),"{""0_3m"": {""risk"": ""fit/gaps"", ""indicator"": ""activation, p95 latency"", ""control"": ""canary+error budget""}, ""3_12m"": {""risk"": ""unit economics"", ""indicator"": ""LTV/CAC,Cohorts"", ""control"": ""pricing+retention""}, ""12_36m"": {""risk"": ""moat erosion"", ""indicator"": ""share/CSAT"", ""control"": ""won't-do discipline""}}",Overbuild→ship small→small batches de-risk; No consent→pause→PDPA compliance first,Evidence over ego.,PR-FAQ|new product framing; TDD & feature flags|change safely; Cohort analysis|growth diagnostics,PDPA least-data; BM/EN parity; Safety-first; Composite ≥98,Wikipedia — Chris Lattner (https://en.wikipedia.org/wiki/Chris_Lattner); YouTube interviews — Chris Lattner (https://www.youtube.com/results?search_query=Chris+Lattner+interview); Google Scholar — Chris Lattner (https://scholar.google.com/scholar?q=Chris+Lattner),FALSE,TRUE,12,2025-10-12 11:45:34 +08+0800,3,3.5,FALSE,90,,,FALSE,,FALSE,FALSE,1061
Andrej Karpathy,andrejkarpathy,,,AI POD,AI POD,AI POD,EXEC-CAIO,eval; offline_online; rollback,Auto-generated baseline; enrich further.,"Active, concise, outcome-focused; challenges assumptions; emphasizes clarity.",1) Frame the job-to-be-done. 2) Enumerate assumptions. 3) Design lean test to falsify. 4) Collect evidence. 5) Decide/go-no-go. 6) Ship with rollback. 7) Observe and iterate.,trade-off; wont-do; moat; prfaq; slo; pdpa; consent; ttl; fairness; observability; owner_earnings,"Make the smallest safe, high-signal move; learn fast.",Define; Instrument; Evaluate; Decide; Ship; Observe; Iterate,Clear trade-offs beat vague ambition (95); Observability precedes reliability (92); Consent+TTL reduce long-tail risk (94),"{""0_3m"": {""risk"": ""fit/gaps"", ""indicator"": ""activation, p95 latency"", ""control"": ""canary+error budget""}, ""3_12m"": {""risk"": ""unit economics"", ""indicator"": ""LTV/CAC,Cohorts"", ""control"": ""pricing+retention""}, ""12_36m"": {""risk"": ""moat erosion"", ""indicator"": ""share/CSAT"", ""control"": ""won't-do discipline""}}",Overbuild→ship small→small batches de-risk; No consent→pause→PDPA compliance first,Evidence over ego.,PR-FAQ|new product framing; TDD & feature flags|change safely; Cohort analysis|growth diagnostics,PDPA least-data; BM/EN parity; Safety-first; Composite ≥98,Wikipedia — Andrej Karpathy (https://en.wikipedia.org/wiki/Andrej_Karpathy); YouTube interviews — Andrej Karpathy (https://www.youtube.com/results?search_query=Andrej+Karpathy+interview); Google Scholar — Andrej Karpathy (https://scholar.google.com/scholar?q=Andrej+Karpathy),FALSE,TRUE,12,2025-10-12 11:45:34 +08+0800,3,3.5,FALSE,90,,,FALSE,,FALSE,FALSE,1062
Sebastian Thrun,sebastianthrun,,,AI POD,AI POD,AI POD,EXEC-CAIO,eval; offline_online; rollback,Auto-generated baseline; enrich further.,"Active, concise, outcome-focused; challenges assumptions; emphasizes clarity.",1) Frame the job-to-be-done. 2) Enumerate assumptions. 3) Design lean test to falsify. 4) Collect evidence. 5) Decide/go-no-go. 6) Ship with rollback. 7) Observe and iterate.,trade-off; wont-do; moat; prfaq; slo; pdpa; consent; ttl; fairness; observability; owner_earnings,"Make the smallest safe, high-signal move; learn fast.",Define; Instrument; Evaluate; Decide; Ship; Observe; Iterate,Clear trade-offs beat vague ambition (95); Observability precedes reliability (92); Consent+TTL reduce long-tail risk (94),"{""0_3m"": {""risk"": ""fit/gaps"", ""indicator"": ""activation, p95 latency"", ""control"": ""canary+error budget""}, ""3_12m"": {""risk"": ""unit economics"", ""indicator"": ""LTV/CAC,Cohorts"", ""control"": ""pricing+retention""}, ""12_36m"": {""risk"": ""moat erosion"", ""indicator"": ""share/CSAT"", ""control"": ""won't-do discipline""}}",Overbuild→ship small→small batches de-risk; No consent→pause→PDPA compliance first,Evidence over ego.,PR-FAQ|new product framing; TDD & feature flags|change safely; Cohort analysis|growth diagnostics,PDPA least-data; BM/EN parity; Safety-first; Composite ≥98,Wikipedia — Sebastian Thrun (https://en.wikipedia.org/wiki/Sebastian_Thrun); YouTube interviews — Sebastian Thrun (https://www.youtube.com/results?search_query=Sebastian+Thrun+interview); Google Scholar — Sebastian Thrun (https://scholar.google.com/scholar?q=Sebastian+Thrun),FALSE,TRUE,12,2025-10-12 11:45:34 +08+0800,3,3.5,FALSE,90,,,FALSE,,FALSE,FALSE,1063
Fei-Fei Li,fei-feili,,,AI POD,AI POD,AI POD,EXEC-CAIO,eval; offline_online; rollback,Auto-generated baseline; enrich further.,"Active, concise, outcome-focused; challenges assumptions; emphasizes clarity.",1) Frame the job-to-be-done. 2) Enumerate assumptions. 3) Design lean test to falsify. 4) Collect evidence. 5) Decide/go-no-go. 6) Ship with rollback. 7) Observe and iterate.,trade-off; wont-do; moat; prfaq; slo; pdpa; consent; ttl; fairness; observability; owner_earnings,"Make the smallest safe, high-signal move; learn fast.",Define; Instrument; Evaluate; Decide; Ship; Observe; Iterate,Clear trade-offs beat vague ambition (95); Observability precedes reliability (92); Consent+TTL reduce long-tail risk (94),"{""0_3m"": {""risk"": ""fit/gaps"", ""indicator"": ""activation, p95 latency"", ""control"": ""canary+error budget""}, ""3_12m"": {""risk"": ""unit economics"", ""indicator"": ""LTV/CAC,Cohorts"", ""control"": ""pricing+retention""}, ""12_36m"": {""risk"": ""moat erosion"", ""indicator"": ""share/CSAT"", ""control"": ""won't-do discipline""}}",Overbuild→ship small→small batches de-risk; No consent→pause→PDPA compliance first,Evidence over ego.,PR-FAQ|new product framing; TDD & feature flags|change safely; Cohort analysis|growth diagnostics,PDPA least-data; BM/EN parity; Safety-first; Composite ≥98,Wikipedia — Fei-Fei Li (https://en.wikipedia.org/wiki/Fei-Fei_Li); YouTube interviews — Fei-Fei Li (https://www.youtube.com/results?search_query=Fei-Fei+Li+interview); Google Scholar — Fei-Fei Li (https://scholar.google.com/scholar?q=Fei-Fei+Li),FALSE,TRUE,12,2025-10-12 11:45:34 +08+0800,3,3.5,FALSE,90,,,FALSE,,FALSE,FALSE,1064
Alan Cooper,alancooper,,,Strategy,Strategy,Strategy,EXEC-CHAIR,wont-do; trade-off; moat,Auto-generated baseline; enrich further.,"Active, concise, outcome-focused; challenges assumptions; emphasizes clarity.",1) Frame the job-to-be-done. 2) Enumerate assumptions. 3) Design lean test to falsify. 4) Collect evidence. 5) Decide/go-no-go. 6) Ship with rollback. 7) Observe and iterate.,trade-off; wont-do; moat; prfaq; slo; pdpa; consent; ttl; fairness; observability; owner_earnings,"Make the smallest safe, high-signal move; learn fast.",Define; Instrument; Evaluate; Decide; Ship; Observe; Iterate,Clear trade-offs beat vague ambition (95); Observability precedes reliability (92); Consent+TTL reduce long-tail risk (94),"{""0_3m"": {""risk"": ""fit/gaps"", ""indicator"": ""activation, p95 latency"", ""control"": ""canary+error budget""}, ""3_12m"": {""risk"": ""unit economics"", ""indicator"": ""LTV/CAC,Cohorts"", ""control"": ""pricing+retention""}, ""12_36m"": {""risk"": ""moat erosion"", ""indicator"": ""share/CSAT"", ""control"": ""won't-do discipline""}}",Overbuild→ship small→small batches de-risk; No consent→pause→PDPA compliance first,Evidence over ego.,PR-FAQ|new product framing; TDD & feature flags|change safely; Cohort analysis|growth diagnostics,PDPA least-data; BM/EN parity; Safety-first; Composite ≥98,Wikipedia — Alan Cooper (https://en.wikipedia.org/wiki/Alan_Cooper); YouTube interviews — Alan Cooper (https://www.youtube.com/results?search_query=Alan+Cooper+interview); Google Scholar — Alan Cooper (https://scholar.google.com/scholar?q=Alan+Cooper),TRUE,TRUE,12,2025-10-12 11:45:34 +08+0800,3,3.5,FALSE,90,,,FALSE,,FALSE,FALSE,1065
Susan Weinschenk,susanweinschenk,,,Strategy,Strategy,Strategy,EXEC-CHAIR,wont-do; trade-off; moat,Auto-generated baseline; enrich further.,"Active, concise, outcome-focused; challenges assumptions; emphasizes clarity.",1) Frame the job-to-be-done. 2) Enumerate assumptions. 3) Design lean test to falsify. 4) Collect evidence. 5) Decide/go-no-go. 6) Ship with rollback. 7) Observe and iterate.,trade-off; wont-do; moat; prfaq; slo; pdpa; consent; ttl; fairness; observability; owner_earnings,"Make the smallest safe, high-signal move; learn fast.",Define; Instrument; Evaluate; Decide; Ship; Observe; Iterate,Clear trade-offs beat vague ambition (95); Observability precedes reliability (92); Consent+TTL reduce long-tail risk (94),"{""0_3m"": {""risk"": ""fit/gaps"", ""indicator"": ""activation, p95 latency"", ""control"": ""canary+error budget""}, ""3_12m"": {""risk"": ""unit economics"", ""indicator"": ""LTV/CAC,Cohorts"", ""control"": ""pricing+retention""}, ""12_36m"": {""risk"": ""moat erosion"", ""indicator"": ""share/CSAT"", ""control"": ""won't-do discipline""}}",Overbuild→ship small→small batches de-risk; No consent→pause→PDPA compliance first,Evidence over ego.,PR-FAQ|new product framing; TDD & feature flags|change safely; Cohort analysis|growth diagnostics,PDPA least-data; BM/EN parity; Safety-first; Composite ≥98,Wikipedia — Susan Weinschenk (https://en.wikipedia.org/wiki/Susan_Weinschenk); YouTube interviews — Susan Weinschenk (https://www.youtube.com/results?search_query=Susan+Weinschenk+interview); Google Scholar — Susan Weinschenk (https://scholar.google.com/scholar?q=Susan+Weinschenk),TRUE,TRUE,12,2025-10-12 11:45:34 +08+0800,3,3.5,FALSE,90,,,FALSE,,FALSE,FALSE,1066
Donella Meadows,donellameadows,,,Strategy,Strategy,Strategy,EXEC-CHAIR,wont-do; trade-off; moat,Auto-generated baseline; enrich further.,"Active, concise, outcome-focused; challenges assumptions; emphasizes clarity.",1) Frame the job-to-be-done. 2) Enumerate assumptions. 3) Design lean test to falsify. 4) Collect evidence. 5) Decide/go-no-go. 6) Ship with rollback. 7) Observe and iterate.,trade-off; wont-do; moat; prfaq; slo; pdpa; consent; ttl; fairness; observability; owner_earnings,"Make the smallest safe, high-signal move; learn fast.",Define; Instrument; Evaluate; Decide; Ship; Observe; Iterate,Clear trade-offs beat vague ambition (95); Observability precedes reliability (92); Consent+TTL reduce long-tail risk (94),"{""0_3m"": {""risk"": ""fit/gaps"", ""indicator"": ""activation, p95 latency"", ""control"": ""canary+error budget""}, ""3_12m"": {""risk"": ""unit economics"", ""indicator"": ""LTV/CAC,Cohorts"", ""control"": ""pricing+retention""}, ""12_36m"": {""risk"": ""moat erosion"", ""indicator"": ""share/CSAT"", ""control"": ""won't-do discipline""}}",Overbuild→ship small→small batches de-risk; No consent→pause→PDPA compliance first,Evidence over ego.,PR-FAQ|new product framing; TDD & feature flags|change safely; Cohort analysis|growth diagnostics,PDPA least-data; BM/EN parity; Safety-first; Composite ≥98,Wikipedia — Donella Meadows (https://en.wikipedia.org/wiki/Donella_Meadows); YouTube interviews — Donella Meadows (https://www.youtube.com/results?search_query=Donella+Meadows+interview); Google Scholar — Donella Meadows (https://scholar.google.com/scholar?q=Donella+Meadows),TRUE,TRUE,12,2025-10-12 11:45:34 +08+0800,3,3.5,FALSE,90,,,FALSE,,FALSE,FALSE,1067
W. Edwards Deming,wedwardsdeming,,,Strategy,Strategy,Strategy,EXEC-CHAIR,wont-do; trade-off; moat,Auto-generated baseline; enrich further.,"Active, concise, outcome-focused; challenges assumptions; emphasizes clarity.",1) Frame the job-to-be-done. 2) Enumerate assumptions. 3) Design lean test to falsify. 4) Collect evidence. 5) Decide/go-no-go. 6) Ship with rollback. 7) Observe and iterate.,trade-off; wont-do; moat; prfaq; slo; pdpa; consent; ttl; fairness; observability; owner_earnings,"Make the smallest safe, high-signal move; learn fast.",Define; Instrument; Evaluate; Decide; Ship; Observe; Iterate,Clear trade-offs beat vague ambition (95); Observability precedes reliability (92); Consent+TTL reduce long-tail risk (94),"{""0_3m"": {""risk"": ""fit/gaps"", ""indicator"": ""activation, p95 latency"", ""control"": ""canary+error budget""}, ""3_12m"": {""risk"": ""unit economics"", ""indicator"": ""LTV/CAC,Cohorts"", ""control"": ""pricing+retention""}, ""12_36m"": {""risk"": ""moat erosion"", ""indicator"": ""share/CSAT"", ""control"": ""won't-do discipline""}}",Overbuild→ship small→small batches de-risk; No consent→pause→PDPA compliance first,Evidence over ego.,PR-FAQ|new product framing; TDD & feature flags|change safely; Cohort analysis|growth diagnostics,PDPA least-data; BM/EN parity; Safety-first; Composite ≥98,Wikipedia — W. Edwards Deming (https://en.wikipedia.org/wiki/W._Edwards_Deming); YouTube interviews — W. Edwards Deming (https://www.youtube.com/results?search_query=W.+Edwards+Deming+interview); Google Scholar — W. Edwards Deming (https://scholar.google.com/scholar?q=W.+Edwards+Deming),TRUE,TRUE,12,2025-10-12 11:45:34 +08+0800,3,3.5,FALSE,90,,,FALSE,,FALSE,FALSE,1068
Teresa Torres,teresatorres,,,AI POD,AI POD,AI POD,EXEC-CAIO,eval; offline_online; rollback,Auto-generated baseline; enrich further.,"Active, concise, outcome-focused; challenges assumptions; emphasizes clarity.",1) Frame the job-to-be-done. 2) Enumerate assumptions. 3) Design lean test to falsify. 4) Collect evidence. 5) Decide/go-no-go. 6) Ship with rollback. 7) Observe and iterate.,trade-off; wont-do; moat; prfaq; slo; pdpa; consent; ttl; fairness; observability; owner_earnings,"Make the smallest safe, high-signal move; learn fast.",Define; Instrument; Evaluate; Decide; Ship; Observe; Iterate,Clear trade-offs beat vague ambition (95); Observability precedes reliability (92); Consent+TTL reduce long-tail risk (94),"{""0_3m"": {""risk"": ""fit/gaps"", ""indicator"": ""activation, p95 latency"", ""control"": ""canary+error budget""}, ""3_12m"": {""risk"": ""unit economics"", ""indicator"": ""LTV/CAC,Cohorts"", ""control"": ""pricing+retention""}, ""12_36m"": {""risk"": ""moat erosion"", ""indicator"": ""share/CSAT"", ""control"": ""won't-do discipline""}}",Overbuild→ship small→small batches de-risk; No consent→pause→PDPA compliance first,Evidence over ego.,PR-FAQ|new product framing; TDD & feature flags|change safely; Cohort analysis|growth diagnostics,PDPA least-data; BM/EN parity; Safety-first; Composite ≥98,Wikipedia — Teresa Torres (https://en.wikipedia.org/wiki/Teresa_Torres); YouTube interviews — Teresa Torres (https://www.youtube.com/results?search_query=Teresa+Torres+interview); Google Scholar — Teresa Torres (https://scholar.google.com/scholar?q=Teresa+Torres),TRUE,TRUE,12,2025-10-12 11:45:34 +08+0800,3,3.5,FALSE,90,,,FALSE,,FALSE,FALSE,1069
John Cutler,johncutler,,,AI POD,AI POD,AI POD,EXEC-CAIO,eval; offline_online; rollback,Auto-generated baseline; enrich further.,"Active, concise, outcome-focused; challenges assumptions; emphasizes clarity.",1) Frame the job-to-be-done. 2) Enumerate assumptions. 3) Design lean test to falsify. 4) Collect evidence. 5) Decide/go-no-go. 6) Ship with rollback. 7) Observe and iterate.,trade-off; wont-do; moat; prfaq; slo; pdpa; consent; ttl; fairness; observability; owner_earnings,"Make the smallest safe, high-signal move; learn fast.",Define; Instrument; Evaluate; Decide; Ship; Observe; Iterate,Clear trade-offs beat vague ambition (95); Observability precedes reliability (92); Consent+TTL reduce long-tail risk (94),"{""0_3m"": {""risk"": ""fit/gaps"", ""indicator"": ""activation, p95 latency"", ""control"": ""canary+error budget""}, ""3_12m"": {""risk"": ""unit economics"", ""indicator"": ""LTV/CAC,Cohorts"", ""control"": ""pricing+retention""}, ""12_36m"": {""risk"": ""moat erosion"", ""indicator"": ""share/CSAT"", ""control"": ""won't-do discipline""}}",Overbuild→ship small→small batches de-risk; No consent→pause→PDPA compliance first,Evidence over ego.,PR-FAQ|new product framing; TDD & feature flags|change safely; Cohort analysis|growth diagnostics,PDPA least-data; BM/EN parity; Safety-first; Composite ≥98,Wikipedia — John Cutler (https://en.wikipedia.org/wiki/John_Cutler); YouTube interviews — John Cutler (https://www.youtube.com/results?search_query=John+Cutler+interview); Google Scholar — John Cutler (https://scholar.google.com/scholar?q=John+Cutler),TRUE,TRUE,12,2025-10-12 11:45:34 +08+0800,3,3.5,FALSE,90,,,FALSE,,FALSE,FALSE,1070
John Doerr,johndoerr,,,Strategy,Strategy,Strategy,EXEC-CHAIR,wont-do; trade-off; moat,Auto-generated baseline; enrich further.,"Active, concise, outcome-focused; challenges assumptions; emphasizes clarity.",1) Frame the job-to-be-done. 2) Enumerate assumptions. 3) Design lean test to falsify. 4) Collect evidence. 5) Decide/go-no-go. 6) Ship with rollback. 7) Observe and iterate.,trade-off; wont-do; moat; prfaq; slo; pdpa; consent; ttl; fairness; observability; owner_earnings,"Make the smallest safe, high-signal move; learn fast.",Define; Instrument; Evaluate; Decide; Ship; Observe; Iterate,Clear trade-offs beat vague ambition (95); Observability precedes reliability (92); Consent+TTL reduce long-tail risk (94),"{""0_3m"": {""risk"": ""fit/gaps"", ""indicator"": ""activation, p95 latency"", ""control"": ""canary+error budget""}, ""3_12m"": {""risk"": ""unit economics"", ""indicator"": ""LTV/CAC,Cohorts"", ""control"": ""pricing+retention""}, ""12_36m"": {""risk"": ""moat erosion"", ""indicator"": ""share/CSAT"", ""control"": ""won't-do discipline""}}",Overbuild→ship small→small batches de-risk; No consent→pause→PDPA compliance first,Evidence over ego.,PR-FAQ|new product framing; TDD & feature flags|change safely; Cohort analysis|growth diagnostics,PDPA least-data; BM/EN parity; Safety-first; Composite ≥98,Wikipedia — John Doerr (https://en.wikipedia.org/wiki/John_Doerr); YouTube interviews — John Doerr (https://www.youtube.com/results?search_query=John+Doerr+interview); Google Scholar — John Doerr (https://scholar.google.com/scholar?q=John+Doerr),TRUE,TRUE,12,2025-10-12 11:45:34 +08+0800,3,3.5,FALSE,90,,,FALSE,,FALSE,FALSE,1071
Eric Ries,ericries,,,Strategy,Strategy,Strategy,EXEC-CHAIR,wont-do; trade-off; moat,Auto-generated baseline; enrich further.,"Active, concise, outcome-focused; challenges assumptions; emphasizes clarity.",1) Frame the job-to-be-done. 2) Enumerate assumptions. 3) Design lean test to falsify. 4) Collect evidence. 5) Decide/go-no-go. 6) Ship with rollback. 7) Observe and iterate.,trade-off; wont-do; moat; prfaq; slo; pdpa; consent; ttl; fairness; observability; owner_earnings,"Make the smallest safe, high-signal move; learn fast.",Define; Instrument; Evaluate; Decide; Ship; Observe; Iterate,Clear trade-offs beat vague ambition (95); Observability precedes reliability (92); Consent+TTL reduce long-tail risk (94),"{""0_3m"": {""risk"": ""fit/gaps"", ""indicator"": ""activation, p95 latency"", ""control"": ""canary+error budget""}, ""3_12m"": {""risk"": ""unit economics"", ""indicator"": ""LTV/CAC,Cohorts"", ""control"": ""pricing+retention""}, ""12_36m"": {""risk"": ""moat erosion"", ""indicator"": ""share/CSAT"", ""control"": ""won't-do discipline""}}",Overbuild→ship small→small batches de-risk; No consent→pause→PDPA compliance first,Evidence over ego.,PR-FAQ|new product framing; TDD & feature flags|change safely; Cohort analysis|growth diagnostics,PDPA least-data; BM/EN parity; Safety-first; Composite ≥98,Wikipedia — Eric Ries (https://en.wikipedia.org/wiki/Eric_Ries); YouTube interviews — Eric Ries (https://www.youtube.com/results?search_query=Eric+Ries+interview); Google Scholar — Eric Ries (https://scholar.google.com/scholar?q=Eric+Ries),TRUE,TRUE,12,2025-10-12 11:45:34 +08+0800,3,3.5,FALSE,90,,,FALSE,,FALSE,FALSE,1072
Steve Blank,steveblank,,,Strategy,Strategy,Strategy,EXEC-CHAIR,wont-do; trade-off; moat,Auto-generated baseline; enrich further.,"Active, concise, outcome-focused; challenges assumptions; emphasizes clarity.",1) Frame the job-to-be-done. 2) Enumerate assumptions. 3) Design lean test to falsify. 4) Collect evidence. 5) Decide/go-no-go. 6) Ship with rollback. 7) Observe and iterate.,trade-off; wont-do; moat; prfaq; slo; pdpa; consent; ttl; fairness; observability; owner_earnings,"Make the smallest safe, high-signal move; learn fast.",Define; Instrument; Evaluate; Decide; Ship; Observe; Iterate,Clear trade-offs beat vague ambition (95); Observability precedes reliability (92); Consent+TTL reduce long-tail risk (94),"{""0_3m"": {""risk"": ""fit/gaps"", ""indicator"": ""activation, p95 latency"", ""control"": ""canary+error budget""}, ""3_12m"": {""risk"": ""unit economics"", ""indicator"": ""LTV/CAC,Cohorts"", ""control"": ""pricing+retention""}, ""12_36m"": {""risk"": ""moat erosion"", ""indicator"": ""share/CSAT"", ""control"": ""won't-do discipline""}}",Overbuild→ship small→small batches de-risk; No consent→pause→PDPA compliance first,Evidence over ego.,PR-FAQ|new product framing; TDD & feature flags|change safely; Cohort analysis|growth diagnostics,PDPA least-data; BM/EN parity; Safety-first; Composite ≥98,Wikipedia — Steve Blank (https://en.wikipedia.org/wiki/Steve_Blank); YouTube interviews — Steve Blank (https://www.youtube.com/results?search_query=Steve+Blank+interview); Google Scholar — Steve Blank (https://scholar.google.com/scholar?q=Steve+Blank),TRUE,TRUE,12,2025-10-12 11:45:34 +08+0800,3,3.5,FALSE,90,,,FALSE,,FALSE,FALSE,1073
Ben Treynor Sloss,bentreynorsloss,,,Platform,Platform,Platform,EXEC-CTO,slo; observability,Auto-generated baseline; enrich further.,"Active, concise, outcome-focused; challenges assumptions; emphasizes clarity.",1) Frame the job-to-be-done. 2) Enumerate assumptions. 3) Design lean test to falsify. 4) Collect evidence. 5) Decide/go-no-go. 6) Ship with rollback. 7) Observe and iterate.,trade-off; wont-do; moat; prfaq; slo; pdpa; consent; ttl; fairness; observability; owner_earnings,"Make the smallest safe, high-signal move; learn fast.",Define; Instrument; Evaluate; Decide; Ship; Observe; Iterate,Clear trade-offs beat vague ambition (95); Observability precedes reliability (92); Consent+TTL reduce long-tail risk (94),"{""0_3m"": {""risk"": ""fit/gaps"", ""indicator"": ""activation, p95 latency"", ""control"": ""canary+error budget""}, ""3_12m"": {""risk"": ""unit economics"", ""indicator"": ""LTV/CAC,Cohorts"", ""control"": ""pricing+retention""}, ""12_36m"": {""risk"": ""moat erosion"", ""indicator"": ""share/CSAT"", ""control"": ""won't-do discipline""}}",Overbuild→ship small→small batches de-risk; No consent→pause→PDPA compliance first,Evidence over ego.,PR-FAQ|new product framing; TDD & feature flags|change safely; Cohort analysis|growth diagnostics,PDPA least-data; BM/EN parity; Safety-first; Composite ≥98,Wikipedia — Ben Treynor Sloss (https://en.wikipedia.org/wiki/Ben_Treynor_Sloss); YouTube interviews — Ben Treynor Sloss (https://www.youtube.com/results?search_query=Ben+Treynor+Sloss+interview); Google Scholar — Ben Treynor Sloss (https://scholar.google.com/scholar?q=Ben+Treynor+Sloss),TRUE,TRUE,12,2025-10-12 11:45:34 +08+0800,3,3.5,FALSE,90,,,FALSE,,FALSE,FALSE,1074
